query_id,item_id
v01201,i25735
v01201,a00147
v01201,i1731
v01201,i25932
v01201,i5341
v01201,a00180
v01201,i20010
v01201,i486
v01201,i18318
v01201,i1118
v01201,a00155
v01201,i1595
v01201,i5717
v01201,i2563
v01201,s00481
v01201,a00156
v01201,a00144
v01201,i6911
v01205,i2215
v01205,i22149
v01205,i2216
v01205,i22126
v01205,s00702
v01205,s00703
v01205,i22129
v01205,i2213
v01205,i2214
v01205,i22127
v01205,i22128
v01205,i2223
v01205,i22050
v01205,i2211
v01205,i2212
v01205,i22929
v01205,i2224
v01205,i2225
v01205,i22132
v01205,i22135
v01205,i22935
v01214,s00131
v01214,a00831
v01214,s00508
v01214,a00560
v01214,s00871
v01214,s00872
v01214,s0076
v01214,s0077
v01214,s00334
v01214,i129
v01214,s00249
v01214,s00554
v01214,s00555
v01214,s00377
v01214,i20035
v01214,s0057
v01214,a00895
v01214,i21834
v01214,a00695
v01214,a00200
v01214,s00819
v01214,a00927
v01214,s00734
v01214,a00558
v01214,i21127
v01214,a00885
v01214,s00358
v01214,s00359
v01215,s00492
v01215,s00734
v01215,s00470
v01215,s00537
v01215,s00276
v01215,s00629
v01215,s00113
v01215,a00090
v01215,s00249
v01215,s00316
v01215,s00888
v01215,s00889
v01215,s00496
v01215,s00173
v01215,a00862
v01215,s00236
v01215,s00203
v01215,s00204
v01215,s00117
v01215,s003
v01215,s00243
v01215,s0094
v01215,s00207
v01215,s00208
v01216,s00492
v01216,s00316
v01216,s0094
v01216,s00537
v01216,s00470
v01216,s00629
v01216,a00090
v01216,s00734
v01216,s00207
v01216,s00208
v01216,s00496
v01216,s00276
v01216,s00113
v01216,s0060
v01216,s00173
v01216,s003
v01216,s00888
v01216,s00889
v01216,s0063
v01216,s00249
v01216,s00574
v01216,s00575
v01216,s00827
v01217,a00809
v01217,a00558
v01217,a00560
v01217,s00113
v01217,a00090
v01217,a00929
v01217,a00331
v01217,a00862
v01217,a00330
v01217,a00327
v01217,a00328
v01217,s00368
v01217,s00161
v01217,s00162
v01217,s00556
v01217,a00896
v01217,a00933
v01217,i2095
v01217,a00303
v01217,a00324
v01231,i6521
v01231,i1610
v01231,i2093
v01231,i050
v01231,i17826
v01231,i25540
v01231,i2094
v01231,i17832
v01231,i3449
v01231,i129
v01231,i2543
v01231,i16248
v01231,i6542
v01231,i17827
v01231,i18623
v01231,i22621
v01231,i15648
v01231,s47
v01231,i21813
v01231,i20031
v01231,i1861
v01231,i681
v01231,i683
v01231,i2578
v01240,a00914
v01240,a00919
v01240,s0065
v01240,a00854
v01240,s00259
v01240,s00300
v01240,s00413
v01240,s00360
v01240,s00278
v01240,i219
v01240,i1964
v01240,i216
v01240,i217
v01240,i218
v01240,i220
v01240,i221
v01240,i224
v01240,i27
v01240,i210
v01240,i211
v01240,i212
v01240,i214
v01240,i215
v01240,i222
v01243,a00812
v01243,s00438
v01243,a00560
v01243,a00565
v01243,s00819
v01243,a00558
v01243,a00810
v01243,s00735
v01243,s00851
v01243,a00811
v01243,a00932
v01243,a00357
v01243,s00324
v01243,a00568
v01243,s00346
v01243,s00347
v01243,i21127
v01243,s22
v01243,s00790
v01243,a00572
v01243,a00705
v01265,a00401
v01265,i2018
v01265,i43
v01265,a00111
v01265,a00700
v01265,i16616
v01265,i2042
v01265,a00701
v01265,i2838
v01265,a00435
v01265,a00854
v01265,i6031
v01265,a00106
v01265,a00510
v01265,i2113
v01265,i721
v01265,i722
v01265,a00099
v01265,a00108
v01265,a00718
v01265,i16922
v01265,i21748
v01265,i132
v01265,i20410
v01265,i1227
v01265,i3022
v01265,a00225
v01266,a00854
v01266,a00111
v01266,a00700
v01266,a00701
v01266,a00108
v01266,a00099
v01266,a00106
v01266,s00655
v01266,a00107
v01266,a00702
v01266,i2018
v01266,s00704
v01266,a00104
v01266,a00719
v01266,a00789
v01266,a00225
v01266,i6031
v01266,a00718
v01266,a00708
v01266,s00685
v01266,a00612
v01266,a00101
v01266,a00714
v01266,i43
v01266,a00704
v01266,a00512
v01266,s00731
v01269,s00827
v01269,s00828
v01269,s00115
v01269,s00702
v01269,s00703
v01269,s00189
v01269,s00492
v01269,i2213
v01269,i2214
v01269,i20234
v01269,i22149
v01269,i2223
v01269,i22926
v01269,s0025
v01269,s00276
v01269,s0079
v01269,i23044
v01269,s00537
v01269,i22050
v01269,i2211
v01269,i2212
v01269,s00699
v01270,i15523
v01270,i21826
v01270,i14611
v01270,a00548
v01270,i304
v01270,i278
v01270,i2599
v01270,i06
v01270,i6516
v01270,i1598
v01270,i15915
v01270,i1599
v01270,s00250
v01270,i547
v01270,i506
v01270,i6629
v01270,a00462
v01270,i23612
v01270,i19227
v01270,i18711
v01270,i6649
v01270,i23619
v01270,i21635
v01270,a00611
v01270,i2720
v01270,i16124
v01270,i6023
v01270,i18718
v01278,i177
v01278,i20911
v01278,i3444
v01278,i20410
v01278,i22233
v01278,i3526
v01278,i4449
v01278,a00448
v01278,s14
v01278,i25826
v01278,i4928
v01278,i1542
v01278,a00612
v01278,i1953
v01278,i20010
v01278,a00427
v01278,i1393
v01278,i21736
v01278,i16638
v01278,s0034
v01278,i1954
v01278,i19917
v01278,a00228
v01278,i545
v01278,i22845
v01278,i2549
v01278,s00544
v01278,s00564
v01278,a00180
v01283,s00764
v01283,s00765
v01283,a00666
v01283,s00249
v01283,s00496
v01283,i672
v01283,s00438
v01283,s00442
v01283,i25036
v01283,s00492
v01283,a00895
v01283,i21127
v01283,s00113
v01283,i19949
v01283,s00268
v01283,i20644
v01283,s00243
v01283,s00236
v01283,i1118
v01284,i2119
v01284,i1698
v01284,i2642
v01284,i2643
v01284,i2644
v01284,i2645
v01284,i2646
v01284,i2647
v01284,i2120
v01284,s00789
v01284,s00780
v01284,s00962
v01284,s00963
v01284,i15610
v01284,i1654
v01284,i19650
v01285,s00780
v01285,i2119
v01285,s00435
v01285,s00962
v01285,s00963
v01285,i2120
v01285,i1698
v01285,i2642
v01285,i2643
v01285,i2644
v01285,i2645
v01285,i2646
v01285,i2647
v01285,s95
v01285,i23242
v01285,a00439
v01286,s00780
v01286,i1698
v01286,i1654
v01286,i6328
v01286,s00962
v01286,s00963
v01286,s00789
v01286,i1503
v01286,i2642
v01286,i2643
v01286,i2644
v01286,i2645
v01286,i2646
v01286,i2647
v01286,s95
v01286,i14911
v01286,i2119
v01286,a00439
v01286,i23242
v01287,s00780
v01287,i1698
v01287,i1503
v01287,i14911
v01287,i6328
v01287,s00789
v01287,s00962
v01287,s00963
v01287,i1654
v01287,i2642
v01287,i2643
v01287,i2644
v01287,i2645
v01287,i2646
v01287,i2647
v01287,a00439
v01287,i2119
v01287,s95
v01288,s71
v01288,s70
v01288,s73
v01288,s68
v01288,s69
v01288,s74
v01288,i25911
v01288,s00439
v01288,s00440
v01288,i25145
v01288,i111
v01288,s72
v01288,i25143
v01288,i3430
v01288,a00443
v01288,s37
v01288,s00912
v01288,s00913
v01288,s76
v01288,i14647
v01288,i25119
v01288,i6328
v01288,i2941
v01293,s00702
v01293,s00703
v01293,s64
v01293,i352
v01293,s00827
v01293,s00828
v01293,i1607
v01293,i1609
v01293,i16011
v01293,i15943
v01293,i15944
v01293,i15945
v01293,i15946
v01293,i15927
v01293,i15933
v01293,i15934
v01293,i15920
v01293,i16025
v01293,i16010
v01293,i1605
v01293,i1606
v01293,s00851
v01293,i23044
v01311,a00443
v01311,i3450
v01311,i21949
v01311,i21950
v01311,i21947
v01311,i2202
v01311,i2203
v01311,i21948
v01311,i2054
v01311,i2217
v01311,i2218
v01311,i25537
v01311,i569
v01311,i165
v01311,i20435
v01311,i18522
v01311,i22424
v01311,i22421
v01311,i22710
v01311,s00800
v01311,i307
v01311,i22422
v01311,i20447
v01311,i197
v01311,i22123
v01311,i352
v01316,a00443
v01316,i3450
v01316,i2054
v01316,i21949
v01316,i21950
v01316,i2217
v01316,i2218
v01316,i2202
v01316,i2203
v01316,i22424
v01316,i21947
v01316,i3333
v01316,i22421
v01316,i20435
v01316,i20447
v01316,i21948
v01316,i22422
v01316,i22710
v01316,i307
v01316,i22119
v01316,i22120
v01316,i20439
v01316,i25248
v01316,i352
v01316,i22616
v01316,i2229
v01318,s00702
v01318,s00703
v01318,i22116
v01318,i2223
v01318,i352
v01318,i14533
v01318,i23044
v01318,i4730
v01318,i2224
v01318,i2225
v01318,i2217
v01318,i2218
v01318,i2228
v01318,i4744
v01318,a00929
v01318,i22114
v01318,i475
v01318,i22140
v01318,i22139
v01318,i2226
v01318,i22149
v01318,i22141
v01318,s00779
v01328,i4710
v01328,i4732
v01328,i20435
v01328,i4736
v01328,a00443
v01328,i15724
v01328,i4713
v01328,i4714
v01328,i4735
v01328,i1698
v01328,i4716
v01328,i4638
v01328,i4640
v01328,i2056
v01328,i4715
v01328,i15748
v01328,i25242
v01328,i25243
v01328,i25244
v01328,i478
v01328,i20513
v01328,i18935
v01328,i20436
v01328,i18925
v01328,i477
v01328,i2054
v01328,i15812
v01341,s00407
v01341,s00144
v01341,s00145
v01341,s00156
v01341,s00472
v01341,s00260
v01341,s00288
v01341,s00667
v01341,s00668
v01341,s00509
v01343,s00407
v01343,s00472
v01343,s00384
v01343,s00445
v01343,s00540
v01343,s00156
v01343,s00144
v01343,s00145
v01345,i1698
v01345,i2119
v01345,i2120
v01345,i2642
v01345,i2643
v01345,i2644
v01345,i2645
v01345,i2646
v01345,i2647
v01345,s00789
v01345,i26426
v01345,i1654
v01345,i26427
v01345,i26428
v01345,i26425
v01345,i26429
v01345,i26518
v01345,i15610
v01345,i2655
v01345,i26515
v01347,s00296
v01347,s00126
v01347,s00187
v01347,s00870
v01347,s00736
v01347,s00737
v01347,s00559
v01347,s00264
v01347,s0092
v01347,s00195
v01347,s00368
v01347,s00916
v01347,s00118
v01347,s00119
v01347,s00570
v01347,s00571
v01347,s00325
v01347,s003
v01347,s00814
v01347,s00500
v01347,s00501
v01347,s00700
v01347,s00554
v01347,s00555
v01347,s00159
v01347,s00166
v01369,s00115
v01369,s00835
v01369,s00836
v01369,i22149
v01369,s00827
v01369,s00828
v01369,s00532
v01369,i2213
v01369,i2214
v01369,s0079
v01369,i22050
v01369,i2211
v01369,i2212
v01369,s00888
v01369,s00889
v01369,a00925
v01369,i2216
v01369,i2215
v01369,i3333
v01369,i22126
v01370,s00827
v01370,s00828
v01370,s00115
v01370,s00702
v01370,s00703
v01370,s00675
v01370,s00629
v01370,s00144
v01370,s00145
v01370,s00835
v01370,s00836
v01370,s52
v01373,s00827
v01373,s00828
v01373,s00115
v01373,a00925
v01373,s00631
v01373,s00276
v01373,s00113
v01373,s00702
v01373,s00703
v01407,i20430
v01407,s0010
v01407,s00494
v01407,s00407
v01407,i19732
v01407,i3515
v01407,i3215
v01407,i3619
v01407,i21312
v01407,i5344
v01407,i20348
v01407,i7024
v01407,s146
v01407,i20347
v01407,i448
v01407,i449
v01407,i26639
v01407,i2165
v01407,i383
v01407,i1515
v01407,i4146
v01407,i4644
v01407,i25850
v01407,s00288
v01407,i1145
v01407,i2737
v01435,s00115
v01435,s00766
v01435,s00767
v01435,s00378
v01435,s52
v01435,s00268
v01435,s00249
v01435,s00496
v01435,s0060
v01435,s00790
v01435,s00699
v01437,s00115
v01437,s00249
v01437,s00766
v01437,s00767
v01437,s00378
v01437,s00438
v01437,s00358
v01437,s00359
v01437,s0060
v01437,s00790
v01437,s00851
v01437,s21
v01437,s00492
v01437,s00819
v01439,s00407
v01439,s00144
v01439,s00145
v01439,s00667
v01439,s00668
v01439,s00115
v01439,s00445
v01439,s00778
v01439,s00779
v01439,s00545
v01439,s00384
v01439,s00228
v01439,s00888
v01439,s00889
v01453,i25716
v01453,s00356
v01453,s00611
v01453,i2735
v01453,a00235
v01453,s00249
v01453,s0067
v01453,i4044
v01453,s00470
v01453,i4043
v01453,s00537
v01453,i5319
v01453,s00492
v01453,s00645
v01453,s00646
v01453,a00230
v01453,s00483
v01453,s00837
v01453,s00838
v01453,i15631
v01453,s00726
v01453,i16530
v01453,a00232
v01454,i2721
v01454,a00235
v01454,s2
v01454,i1949
v01454,i5521
v01454,s00441
v01454,s00531
v01454,i21746
v01454,i1948
v01454,a00495
v01454,i2735
v01454,s00249
v01454,a00763
v01454,i19838
v01454,s0028
v01454,s0029
v01454,s00537
v01454,s46
v01454,i25716
v01454,i21739
v01455,s00629
v01455,s00537
v01455,s00492
v01455,s0060
v01455,s00249
v01455,s00888
v01455,s00889
v01455,s00314
v01455,s00315
v01455,s00839
v01455,s00840
v01455,s00734
v01455,s00496
v01455,s00791
v01455,s00792
v01455,s00173
v01455,s0076
v01455,s0077
v01455,s00497
v01455,s00498
v01457,a00634
v01457,s00764
v01457,s00765
v01457,s00496
v01457,s00410
v01457,s00442
v01457,s00365
v01457,a00078
v01457,a00935
v01457,s00465
v01457,s00466
v01457,s00716
v01457,s00888
v01457,s00889
v01457,s00537
v01457,s00243
v01457,s00401
v01457,s00505
v01457,s00268
v01457,s00443
v01457,s00725
v01457,s00482
v01457,s00376
v01457,s00629
v01457,s00106
v01457,s00433
v01457,a00432
v01457,s00532
v01471,s0079
v01471,s00132
v01471,s00222
v01471,s003
v01471,s00226
v01471,s00537
v01471,s00496
v01471,s00332
v01471,s00401
v01471,i19616
v01471,s00482
v01471,s114
v01471,s00448
v01471,s00449
v01471,s00443
v01471,s00213
v01471,s00904
v01471,s00454
v01471,s00455
v01471,s00159
v01471,a00641
v01471,s00185
v01471,s0097
v01471,s0098
v01471,s00378
v01471,s00139
v01472,s0074
v01472,s0075
v01472,s0030
v01472,s00170
v01472,s00271
v01472,s00200
v01472,s00116
v01472,s00260
v01474,s0074
v01474,s0075
v01474,s0030
v01474,s00170
v01474,s00271
v01474,s00200
v01474,s00260
v01474,s32
v01478,s0074
v01478,s0075
v01478,s0030
v01478,s00170
v01478,s00200
v01478,s00271
v01478,s00888
v01478,s00889
v01478,s00967
v01478,s00260
v01478,s00137
v01480,s0074
v01480,s0075
v01480,s0030
v01480,s00271
v01480,s00170
v01480,s00200
v01480,s00116
v01480,s00260
v01486,s00561
v01486,s00500
v01486,s00501
v01486,a00641
v01486,s00166
v01486,s00454
v01486,s00455
v01486,s00865
v01486,s00866
v01486,s004
v01486,s00774
v01486,s00775
v01486,s00442
v01486,s00252
v01486,s00311
v01486,s00757
v01486,s00470
v01486,s00629
v01486,s00752
v01486,s00574
v01486,s00575
v01486,s00213
v01486,s003
v01486,a00441
v01486,s00754
v01486,s00546
v01486,s00547
v01486,s00562
v01495,i25143
v01495,i14915
v01495,i25145
v01495,i25247
v01495,i19732
v01495,i19731
v01495,i6920
v01495,i25119
v01495,i14844
v01495,i694
v01495,i14914
v01495,i477
v01495,i1515
v01495,i1517
v01495,i6419
v01495,i3430
v01495,i14846
v01495,i2139
v01495,i25246
v01495,i1519
v01496,i21429
v01496,i21421
v01496,i15023
v01496,i15129
v01496,i3627
v01496,i19318
v01496,i4322
v01496,i21413
v01496,i4850
v01496,i21433
v01496,i4141
v01496,s00790
v01496,i15442
v01496,i21522
v01496,i14926
v01496,i21543
v01496,i2157
v01496,s00819
v01496,i23812
v01496,i292
v01496,i25223
v01496,i25430
v01496,i21527
v01496,i19736
v01496,i15815
v01496,i25030
v01497,i2642
v01497,i2643
v01497,i2644
v01497,i2645
v01497,i2646
v01497,i2647
v01497,s00780
v01497,i2119
v01497,i23242
v01497,i2120
v01497,a00439
v01497,i15610
v01497,s00435
v01497,i26427
v01497,i19650
v01497,i23637
v01497,i26518
v01497,i26428
v01497,i26425
v01497,i26429
v01497,i817
v01497,i6333
v01498,i25145
v01498,i1654
v01498,i21617
v01498,i25143
v01498,i1698
v01498,i1503
v01498,i14911
v01498,i14929
v01498,i6419
v01498,s00789
v01498,i14844
v01498,i2297
v01498,i6328
v01498,s00439
v01498,s00440
v01498,i14918
v01498,i25911
v01498,i23242
v01498,i6329
v01498,i4116
v01499,a00944
v01499,i2117
v01499,i3619
v01499,i21815
v01499,s91
v01499,i5344
v01499,i1634
v01499,s00370
v01499,s00442
v01499,i1963
v01499,i541
v01499,s00407
v01499,i20538
v01499,s00334
v01499,s00411
v01499,s00412
v01499,i1211
v01499,i20348
v01499,a00434
v01499,i19623
v01499,i3342
v01499,s00778
v01499,s00779
v01499,i24746
v01499,i4811
v01499,i19736
v01508,a00935
v01508,i23613
v01508,i23616
v01508,s00764
v01508,s00765
v01508,a00078
v01508,i19949
v01508,i1117
v01508,i24643
v01508,s00505
v01508,i23615
v01508,i1731
v01508,i1118
v01508,i6149
v01508,i2451
v01508,i23614
v01508,a00638
v01508,i25036
v01508,i112
v01508,i16641
v01508,i1631
v01513,i13914
v01513,i5511
v01513,i711
v01513,a00935
v01513,i14444
v01513,i712
v01513,i18328
v01513,i1497
v01513,i13923
v01513,i13937
v01513,a00078
v01513,i13750
v01513,i1441
v01513,i1399
v01513,i13933
v01513,i13942
v01513,i14441
v01513,i15527
v01513,i14436
v01513,i13840
v01513,i7129
v01513,i13916
v01513,i14324
v01513,i15239
v01513,i15243
v01514,s0041
v01514,i20348
v01514,i307
v01514,i19440
v01514,i25711
v01514,i17717
v01514,i197
v01514,s00572
v01514,i5441
v01514,i371
v01514,i3520
v01514,i569
v01514,s00370
v01514,i558
v01514,s00311
v01514,i3432
v01514,a00443
v01514,s00411
v01514,s00412
v01514,i1874
v01514,i2139
v01514,i18522
v01514,i4828
v01514,i14919
v01514,i5343
v01514,s0010
v01514,s00440
v01519,s00629
v01519,s00426
v01519,a00929
v01519,s00675
v01519,s00448
v01519,s00449
v01519,s00888
v01519,s00889
v01519,s45
v01519,s00492
v01519,i25430
v01519,s0010
v01519,s00835
v01519,s00836
v01519,s00442
v01519,i15113
v01519,i15114
v01519,s33
v01519,s34
v01519,s00490
v01519,s00532
v01519,i042
v01519,s00667
v01532,i14414
v01532,i14326
v01532,i20743
v01532,i6920
v01532,i3032
v01532,i14649
v01532,i19732
v01532,i18445
v01532,i7114
v01532,i23819
v01532,i19446
v01532,i14934
v01532,i16425
v01532,i14644
v01532,i20736
v01532,i7124
v01532,i14925
v01532,i14422
v01532,i4650
v01532,i5510
v01532,i15423
v01532,i474
v01532,i23817
v01532,i17130
v01533,i25431
v01533,s45
v01533,i1634
v01533,s00344
v01533,s00559
v01533,s125
v01533,s00183
v01533,a00862
v01533,s00908
v01533,s00909
v01533,a00444
v01533,a00445
v01533,i25430
v01533,s00629
v01533,a00641
v01533,s00546
v01533,s00547
v01534,s0058
v01534,s00560
v01534,s00472
v01534,i17715
v01534,s0010
v01534,s00288
v01534,s00678
v01534,i2162
v01534,i4828
v01534,i20743
v01534,i19915
v01534,i23741
v01534,s0043
v01534,i5548
v01534,i2297
v01534,s00513
v01534,i1614
v01534,s00540
v01534,i5610
v01534,i2388
v01534,i26041
v01534,i23742
v01534,s00271
v01534,i23743
v01534,s00295
v01534,s00210
v01537,i2119
v01537,i15610
v01537,s00780
v01537,i2120
v01537,i2642
v01537,i2643
v01537,i2644
v01537,i2645
v01537,i2646
v01537,i2647
v01537,i26427
v01537,s00962
v01537,s00963
v01537,i1654
v01537,i2655
v01537,i2656
v01537,i2659
v01537,i26510
v01537,i26511
v01537,i26515
v01537,i26516
v01537,i26514
v01540,a00078
v01540,s00764
v01540,s00765
v01540,a00935
v01540,a00164
v01540,i19949
v01540,a00175
v01540,i6634
v01540,s00344
v01540,i1117
v01540,a00177
v01540,s00186
v01540,i19446
v01540,a00054
v01540,i1118
v01540,s0032
v01540,s15
v01540,i1731
v01540,a00161
v01540,a00134
v01540,s57
v01540,i672
v01540,i17131
v01540,a00634
v01540,i23536
v01541,a00191
v01541,a00080
v01541,a00079
v01541,s00413
v01541,i3830
v01541,i19725
v01541,i5834
v01541,a00414
v01541,i20235
v01541,i16133
v01541,s00689
v01541,i1625
v01541,i19929
v01541,i19
v01541,a00804
v01541,i1904
v01541,i20237
v01541,s00430
v01541,i20147
v01541,i16641
v01541,i22834
v01541,i25149
v01542,s00718
v01542,i1117
v01542,s00764
v01542,s00765
v01542,a00935
v01542,i19949
v01542,i25036
v01542,i1731
v01542,i1118
v01542,a00078
v01542,i25735
v01542,s00721
v01542,i6421
v01542,i4922
v01542,i6438
v01542,i19446
v01542,i21427
v01542,s00135
v01542,i21516
v01542,i21524
v01542,i21525
v01542,i25121
v01542,i2169
v01542,i2006
v01542,a01069
v01543,s00718
v01543,i1117
v01543,i19949
v01543,a00935
v01543,i19446
v01543,i1731
v01543,i4922
v01543,i1118
v01543,i22713
v01543,i25735
v01543,i523
v01543,i6421
v01543,s00764
v01543,s00765
v01543,i4923
v01543,a00078
v01543,i25036
v01543,i6438
v01543,i2169
v01543,i2634
v01543,i117
v01543,i19347
v01543,i21427
v01543,i25121
v01543,s00721
v01543,i23048
v01544,a00191
v01544,a00079
v01544,s00689
v01544,i19725
v01544,s00413
v01544,a00414
v01544,i20147
v01544,a00080
v01544,s00520
v01544,i5834
v01544,s00738
v01544,s00739
v01544,i2027
v01544,i20235
v01544,a00804
v01544,s27
v01544,s00451
v01544,a00830
v01544,i1625
v01544,i4642
v01544,s00702
v01544,s00703
v01545,a00935
v01545,a00078
v01545,s00413
v01545,s00764
v01545,s00765
v01545,a00909
v01545,a00632
v01545,i1117
v01545,a00624
v01545,a00633
v01545,i25346
v01545,a00503
v01545,a00164
v01545,i1731
v01545,a00080
v01545,i2534
v01545,i1118
v01545,i19949
v01546,a00078
v01546,a00935
v01546,a00909
v01546,a00164
v01546,s00413
v01546,i132
v01546,a00161
v01546,i16134
v01546,s00764
v01546,s00765
v01546,a00144
v01546,i1118
v01546,a00624
v01546,a00633
v01546,i19949
v01546,a00632
v01546,i1117
v01546,a00180
v01546,i24643
v01546,i2534
v01546,a00134
v01546,a00804
v01546,a00177
v01546,a00752
v01546,i21711
v01546,a00080
v01547,a00935
v01547,i1117
v01547,i23613
v01547,a00624
v01547,a00054
v01547,i6634
v01547,i25346
v01547,a00078
v01547,i23614
v01547,i16849
v01547,s00764
v01547,s00765
v01547,i23615
v01547,i1731
v01547,a00507
v01547,a00502
v01547,a00647
v01547,a00643
v01547,i1118
v01547,a00001
v01548,a00935
v01548,i1117
v01548,a00054
v01548,a00078
v01548,a00624
v01548,i1118
v01548,i19949
v01548,i25036
v01548,i2006
v01548,i1731
v01548,a00164
v01548,i23613
v01548,s00764
v01548,s00765
v01548,a00647
v01548,i25346
v01548,a00180
v01548,i23616
v01548,s00505
v01548,a00632
v01548,a00161
v01549,a00935
v01549,i23613
v01549,a00624
v01549,a00054
v01549,a00078
v01549,a00647
v01549,s00505
v01549,i1117
v01549,a00180
v01549,i25346
v01549,a00144
v01549,i6149
v01549,s00764
v01549,s00765
v01549,i2451
v01549,a00164
v01549,a00503
v01549,a00507
v01549,i23614
v01549,i2006
v01550,i14326
v01550,i6920
v01550,i13747
v01550,i23538
v01550,i15615
v01550,i19732
v01550,i2738
v01550,i7024
v01550,i5510
v01550,i19731
v01550,i6418
v01550,i1495
v01550,i15423
v01550,i3032
v01550,i23817
v01550,i694
v01550,i376
v01550,i2528
v01550,i14925
v01550,i14844
v01550,i111
v01550,i16432
v01550,i15134
v01551,s00718
v01551,a00935
v01551,a00634
v01551,i25735
v01551,a00518
v01551,a00078
v01551,i15642
v01551,a00434
v01551,s00721
v01551,s00764
v01551,s00765
v01551,i117
v01551,i119
v01551,a00860
v01551,s00956
v01551,i21426
v01551,i21427
v01551,a00524
v01551,s00799
v01551,i1634
v01551,i4922
v01551,a00164
v01552,s00718
v01552,i22713
v01552,i4922
v01552,i4923
v01552,i2634
v01552,i2169
v01552,s9
v01552,i6438
v01552,i21427
v01552,i6421
v01552,i19347
v01552,i117
v01552,i2814
v01552,i23048
v01552,i21426
v01552,i21516
v01552,i21524
v01552,i21525
v01552,i118
v01552,i25735
v01552,i26613
v01552,i6114
v01552,i523
v01552,i15642
v01552,i5150
v01552,i20430
v01553,a00624
v01553,a00632
v01553,i6049
v01553,a00935
v01553,a00078
v01553,a00637
v01553,a00012
v01553,a00643
v01553,i15634
v01553,a00647
v01553,i1671
v01553,i2006
v01553,a00054
v01553,a00633
v01553,i25346
v01553,a00505
v01553,a00630
v01553,a00503
v01553,s10
v01553,a00180
v01553,i1118
v01554,a00624
v01554,a00632
v01554,a00935
v01554,a00054
v01554,a00164
v01554,a00505
v01554,a00633
v01554,a00078
v01554,a00012
v01554,a00647
v01554,a00630
v01554,a00180
v01554,i6049
v01554,a00503
v01554,i1117
v01554,a00637
v01554,i19949
v01554,i1118
v01554,a00177
v01554,i25346
v01554,i121
v01554,i2006
v01554,a00135
v01554,i6031
v01555,i21725
v01555,a00505
v01555,i21733
v01555,a00636
v01555,a00776
v01555,a00633
v01555,i5935
v01555,a00624
v01555,i2571
v01555,i1036
v01555,i6049
v01555,a00180
v01555,i177
v01555,i15634
v01555,i5717
v01555,i1420
v01555,a00161
v01555,i2006
v01555,a00163
v01555,a00632
v01555,i116
v01555,i1118
v01555,a00164
v01555,i18819
v01555,i21727
v01555,i1677
v01555,i2178
v01556,a00624
v01556,i2006
v01556,i6049
v01556,a00505
v01556,a00502
v01556,a00012
v01556,i25346
v01556,i15634
v01556,i21725
v01556,i1118
v01556,a00776
v01556,i1117
v01556,a00636
v01556,a00633
v01556,i1731
v01556,i1957
v01556,i23614
v01556,a00643
v01556,i21718
v01556,i22014
v01556,a00637
v01564,s00738
v01564,s00739
v01564,s00551
v01564,s00552
v01564,s00207
v01564,s00208
v01564,s00219
v01564,s00734
v01564,s00115
v01564,s00346
v01564,s00347
v01564,s00397
v01564,s00249
v01564,a00313
v01564,s00766
v01564,s00767
v01564,s00236
v01564,s00827
v01564,s00828
v01564,s00203
v01564,s00204
v01564,s00438
v01564,s0071
v01565,i2473
v01565,i1443
v01565,i2475
v01565,i13747
v01565,i25923
v01565,a00078
v01565,i14644
v01565,i20748
v01565,i7030
v01565,i14323
v01565,i19446
v01565,i14326
v01565,i25914
v01565,i835
v01565,i25249
v01565,i2629
v01565,i14649
v01565,i2536
v01565,i24525
v01565,i6920
v01565,i19732
v01565,i185
v01565,i14324
v01567,i2139
v01567,i15812
v01567,i26546
v01567,i19731
v01567,i20739
v01567,i15724
v01567,i21312
v01567,i15720
v01567,i4321
v01567,i16827
v01567,a00430
v01567,i15748
v01567,i6419
v01567,i26822
v01572,i16827
v01572,i20430
v01572,i25850
v01572,i1874
v01572,s00472
v01572,i5344
v01572,i16826
v01572,i21312
v01572,i1211
v01572,i2139
v01572,s00370
v01572,i19732
v01572,i1887
v01572,i486
v01572,s00791
v01572,s00792
v01572,i25849
v01572,i15714
v01572,i5441
v01572,i558
v01572,i3215
v01572,i26546
v01572,i18037
v01572,s0010
v01572,s00411
v01572,s00412
v01572,s00407
v01572,s00383
v01576,i17021
v01576,i7118
v01576,i24818
v01576,i5148
v01576,i5146
v01576,i5147
v01576,i19731
v01576,i14015
v01576,i2642
v01576,i2643
v01576,i2644
v01576,i2645
v01576,i2646
v01576,i2647
v01576,i2531
v01576,i1698
v01576,i6328
v01576,i15720
v01576,i4735
v01576,i14911
v01576,i115
v01578,i26546
v01578,i2139
v01578,i21312
v01578,s00472
v01578,i197
v01578,s00560
v01578,i5548
v01578,i371
v01578,i20739
v01578,i6419
v01578,a00439
v01578,s53
v01580,i1503
v01580,i14929
v01580,i1698
v01580,i14911
v01580,i25145
v01580,i14918
v01580,i6328
v01580,i14914
v01580,a00439
v01580,i14844
v01580,i19731
v01580,i21617
v01580,i1654
v01580,i4736
v01580,s00789
v01580,i14915
v01582,i16827
v01582,i26546
v01582,i19731
v01582,i2139
v01582,i20739
v01582,i15724
v01582,i15743
v01582,i15720
v01582,i15745
v01582,i22123
v01582,i6419
v01582,i15718
v01584,i5150
v01584,i17023
v01584,i15629
v01584,i2389
v01584,i4828
v01584,i19440
